case_id,transaction_amount,payment_method,device_type,revenue_event,failure_reason,retry_count,recovery_eligible,customer_age,customer_city,behavior_transactions,behavior_total_spend,behavior_average_order_value,behavior_avg_session_minutes,behavior_avg_pages,behavior_returning_rate,behavior_avg_rating,behavior_avg_delivery_days,historical_transactions,historical_total_spend,historical_average_order_value,historical_median_order_value,historical_max_order_value,historical_total_quantity,days_since_last_purchase,customer_lifetime_days,purchase_frequency_per_30d,distinct_products,distinct_countries,favorite_product,customer_value_segment,risk_amount,risk_payment_method,risk_device_type,failed_transactions_24h,transaction_frequency_24h,unusual_amount_flag,unusual_location_flag,multiple_transactions_short_time,high_risk_device_flag,velocity_flag,previous_fraud_flag,risk_score,risk_signal_count,automated_recovery_risk,retry_expected_probability,payment_link_expected_probability,reminder_expected_probability,escalation_expected_probability,retry_expected_recovery,payment_link_expected_recovery,reminder_expected_recovery,escalation_expected_recovery,counterfactual_optimal_action_unconstrained,estimated_optimal_recovery_unconstrained,high_risk_case,policy_recommended_action,selected_action_probability,actual_outcome,actual_recovery_success,actual_recovered_amount,baseline_action,baseline_expected_recovery,baseline_recovery_success,baseline_actual_recovered_amount
CASE_007853,458.01,PayPal,Tablet,checkout_abandonment,customer_inactivity,0,False,18.0,Ankara,1,458.01,458.01,19.0,7.0,1.0,3.0,4.0,38,13827.89,363.89184210526315,302.16,1458.0,1141,1,372,3.064516129032258,27,1,Set Of 3 Black Flying Ducks,very_high,26.08,PayPal,Tablet,1,11,False,True,True,False,True,True,,4,high,0.1929,0.3979,0.1764,0.85,88.35,182.24,80.79,389.31,ESCALATE_TO_HUMAN,389.31,True,ESCALATE_TO_HUMAN,0.85,recovered,True,458.01,ESCALATE_TO_HUMAN,389.31,True,458.01
CASE_001564,76.36,PayPal,Mobile,repeated_payment_failure,repeated_declines,3,False,28.0,Ankara,1,76.36,76.36,22.0,12.0,0.0,4.0,10.0,497,25400.61,51.107867203219314,38.58,403.54999999999995,2536,1,367,40.62670299727521,290,1,Victorian Sewing Box Medium,very_high,91.5,PayPal,Mobile,0,4,False,True,False,False,False,True,,2,medium,0.02,0.2648,0.2187,0.5,1.53,20.22,16.7,38.18,ESCALATE_TO_HUMAN,38.18,True,ESCALATE_TO_HUMAN,0.5,recovered,True,76.36,ESCALATE_TO_HUMAN,38.18,True,76.36
CASE_007304,383.14,Apple Pay,Mobile,payment_failure,bank_timeout,1,False,35.0,Antalya,1,383.14,383.14,14.0,13.0,1.0,5.0,4.0,120,10167.63,84.73025,47.505,523.2,1151,12,132,27.27272727272727,103,1,Doormat Union Flag,high,112.04,Apple Pay,Mobile,1,9,True,False,True,False,False,True,,3,medium,0.568,0.3178,0.2592,0.5,217.62,121.76,99.31,191.57,RETRY_PAYMENT,217.62,True,ESCALATE_TO_HUMAN,0.5,recovered,True,383.14,ESCALATE_TO_HUMAN,191.57,False,0.0
CASE_007127,538.93,Google Pay,Mobile,subscription_failure,expired_payment_method,0,True,41.0,Izmir,1,538.93,538.93,22.0,11.0,1.0,3.0,7.0,14,2029.94,144.99571428571429,138.35999999999999,294.0,182,52,0,14.0,14,1,36 Doilies Vintage Christmas,medium,366.06,Google Pay,Mobile,0,7,True,True,False,False,False,False,,2,medium,0.35,0.3175,0.4375,0.44,188.63,171.11,235.78,237.13,ESCALATE_TO_HUMAN,237.13,False,ESCALATE_TO_HUMAN,0.44,recovered,True,538.93,SEND_REMINDER,235.78,False,0.0
CASE_002725,147.34,Apple Pay,Tablet,checkout_abandonment,checkout_abandoned,0,False,18.0,Izmir,1,147.34,147.34,12.0,12.0,0.0,5.0,4.0,29,1386.02,47.79379310344827,45.96,553.4399999999999,108,157,138,6.304347826086957,17,1,10 Colour Spaceboy Pen,low,60.58,Apple Pay,Tablet,4,3,False,True,False,False,False,True,,3,medium,0.274,0.4549,0.2111,0.5,40.37,67.02,31.1,73.67,ESCALATE_TO_HUMAN,73.67,True,ESCALATE_TO_HUMAN,0.5,recovered,True,147.34,ESCALATE_TO_HUMAN,73.67,False,0.0
CASE_000258,378.3,Credit Card,Desktop,checkout_abandonment,customer_inactivity,0,False,38.0,Istanbul,1,378.3,378.3,19.0,7.0,1.0,4.0,2.0,352,22194.8,63.05340909090909,34.53,563.52,2080,1,321,32.89719626168225,271,1,Clothes Pegs Retrospot Pack 24,very_high,212.37,Credit Card,Desktop,4,1,False,False,False,False,False,True,,2,medium,0.4438,0.5893,0.3065,0.5,167.89,222.93,115.95,189.15,CREATE_PAYMENT_LINK,222.93,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,189.15,False,0.0
CASE_002283,772.75,PayPal,Mobile,payment_failure,bank_timeout,0,False,37.0,Antalya,1,772.75,772.75,18.0,11.0,1.0,4.0,11.0,143,35165.23,245.91069930069932,148.8,2332.8,3164,2,365,11.753424657534246,66,1,Small Glass Heart Trinket Pot,very_high,140.35,PayPal,Mobile,0,10,False,False,True,False,False,True,,2,medium,0.6693,0.3939,0.3101,0.5,517.2,304.39,239.63,386.38,RETRY_PAYMENT,517.2,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,386.38,True,772.75
CASE_001475,111.5,Apple Pay,Desktop,checkout_abandonment,checkout_abandoned,0,True,50.0,Bursa,1,111.5,111.5,24.0,6.0,1.0,5.0,6.0,34,1090.03,32.059705882352944,15.32,222.84,96,30,0,34.0,27,1,Small White Heart Of Wicker,low,46.06,Apple Pay,Desktop,3,1,False,False,False,False,False,False,,1,low,0.568,0.6828,0.3692,0.5,63.33,76.13,41.17,55.75,CREATE_PAYMENT_LINK,76.13,False,CREATE_PAYMENT_LINK,0.6828,recovered,True,111.5,CREATE_PAYMENT_LINK,76.13,True,111.5
CASE_004927,149.2,Credit Card,Mobile,payment_failure,bank_timeout,0,False,29.0,Ankara,1,149.2,149.2,7.0,9.0,1.0,5.0,10.0,24,2890.64,120.44333333333333,19.4,1445.6,261,194,0,24.0,17,1,Blue & White Breakfast Tray,medium,300.28,Credit Card,Mobile,2,9,True,True,True,True,False,False,,4,high,0.5132,0.2752,0.2296,0.85,76.57,41.06,34.26,126.82,ESCALATE_TO_HUMAN,126.82,True,ESCALATE_TO_HUMAN,0.85,recovered,True,149.2,ESCALATE_TO_HUMAN,126.82,True,149.2
CASE_006083,132.09,Apple Pay,Mobile,payment_failure,temporary_bank_error,0,False,46.0,Istanbul,1,132.09,132.09,54.0,14.0,0.0,4.0,10.0,108,10538.74,97.58092592592592,75.19,400.32,879,197,123,26.34146341463415,93,1,Glitter Butterfly Clips,high,161.52,Apple Pay,Mobile,1,12,False,True,True,False,True,True,,4,high,0.4263,0.2094,0.1851,0.85,56.31,27.66,24.45,112.28,ESCALATE_TO_HUMAN,112.28,True,ESCALATE_TO_HUMAN,0.85,recovered,True,132.09,ESCALATE_TO_HUMAN,112.28,True,132.09
CASE_003665,382.35,PayPal,Desktop,payment_failure,temporary_bank_error,0,False,39.0,Antalya,1,382.35,382.35,11.0,8.0,1.0,2.0,5.0,33,5607.86,169.93515151515152,138.35999999999999,276.71999999999997,498,28,0,33.0,33,1,3 Rose Morris Boxed Candles,high,115.93,PayPal,Desktop,4,3,True,True,False,False,False,True,,4,high,0.4562,0.2327,0.2015,0.85,174.43,88.97,77.04,325.0,ESCALATE_TO_HUMAN,325.0,True,ESCALATE_TO_HUMAN,0.85,recovered,True,382.35,ESCALATE_TO_HUMAN,325.0,True,382.35
CASE_005149,1268.76,Google Pay,Desktop,repeated_payment_failure,multiple_bank_failures,2,False,49.0,Izmir,1,1268.76,1268.76,10.0,6.0,0.0,5.0,3.0,63,1361.49,21.61095238095238,15.32,67.32000000000001,111,33,0,63.0,62,1,Set Of 60 I Love London Cake Cases,low,147.94,Google Pay,Desktop,3,7,False,True,False,False,False,True,,3,medium,0.02,0.2444,0.2031,0.5,25.38,310.08,257.69,634.38,ESCALATE_TO_HUMAN,634.38,True,ESCALATE_TO_HUMAN,0.5,recovered,True,1268.76,ESCALATE_TO_HUMAN,634.38,False,0.0
CASE_002827,109.93,Google Pay,Desktop,payment_failure,insufficient_funds,1,True,36.0,Istanbul,1,109.93,109.93,48.0,10.0,1.0,5.0,6.0,35,1547.87,44.22485714285714,37.14,86.88,233,3,0,35.0,35,1,12 Pencils Tall Tube Red Retrospot,low,33.18,Google Pay,Desktop,0,9,False,True,True,False,False,False,,2,medium,0.5027,0.4373,0.3417,0.5,55.26,48.07,37.56,54.96,RETRY_PAYMENT,55.26,False,RETRY_PAYMENT,0.5027,recovered,True,109.93,RETRY_PAYMENT,55.26,False,0.0
CASE_008284,196.6,Google Pay,Desktop,payment_failure,temporary_bank_error,0,False,31.0,Gaziantep,1,196.6,196.6,5.0,13.0,0.0,4.0,9.0,42,5149.46,122.60619047619048,156.78,183.84,360,3,102,12.352941176470589,24,1,Feltcraft Christmas Fairy,high,79.37,Google Pay,Desktop,4,14,False,True,True,False,True,True,,5,high,0.3675,0.1594,0.1469,0.85,72.25,31.34,28.88,167.11,ESCALATE_TO_HUMAN,167.11,True,ESCALATE_TO_HUMAN,0.85,recovered,True,196.6,ESCALATE_TO_HUMAN,167.11,True,196.6
CASE_003191,508.76,Google Pay,Desktop,payment_failure,temporary_bank_error,0,False,72.0,Adana,1,508.76,508.76,12.0,8.0,1.0,4.0,11.0,384,46128.88,120.12729166666666,128.16,579.84,3992,30,343,33.58600583090379,225,1,Gumball Coat Rack,very_high,100.64,Google Pay,Desktop,1,3,False,False,False,False,False,True,,1,low,0.6573,0.3837,0.3023,0.5,334.41,195.21,153.8,254.38,RETRY_PAYMENT,334.41,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,254.38,False,0.0
CASE_001217,2132.7,Apple Pay,Mobile,repeated_payment_failure,multiple_bank_failures,2,False,25.0,Gaziantep,1,2132.7,2132.7,10.0,8.0,0.0,4.0,7.0,9,877.1,97.45555555555556,77.16,259.44,71,115,0,9.0,9,1,Airline Bag Vintage Tokyo 78,low,58.84,Apple Pay,Mobile,4,5,False,True,False,True,False,True,,4,high,0.02,0.1648,0.1466,0.74,42.65,351.47,312.65,1578.2,ESCALATE_TO_HUMAN,1578.2,True,ESCALATE_TO_HUMAN,0.74,recovered,True,2132.7,ESCALATE_TO_HUMAN,1578.2,False,0.0
CASE_001614,509.89,Credit Card,Tablet,subscription_failure,expired_payment_method,0,True,18.0,Istanbul,1,509.89,509.89,12.0,5.0,1.0,5.0,7.0,203,4454.74,21.944532019704432,12.38,303.31,691,1,0,203.0,203,1,10 Colour Spaceboy Pen,medium,125.17,Credit Card,Tablet,1,10,False,False,True,False,False,False,,1,low,0.5523,0.4695,0.539,0.5,281.61,239.39,274.83,254.94,RETRY_PAYMENT,281.61,False,RETRY_PAYMENT,0.5523,not_recovered,False,0.0,SEND_REMINDER,274.83,True,509.89
CASE_007725,414.45,PayPal,Mobile,repeated_payment_failure,repeated_payment_failure,3,True,29.0,Ankara,1,414.45,414.45,13.0,12.0,1.0,1.0,9.0,47,1060.34,22.56042553191489,17.9,113.25999999999999,78,295,0,47.0,47,1,Bathroom Metal Sign,low,52.1,PayPal,Mobile,3,5,False,False,False,True,False,False,,2,medium,0.1552,0.4354,0.3374,0.5,64.32,180.45,139.84,207.22,ESCALATE_TO_HUMAN,207.22,False,ESCALATE_TO_HUMAN,0.5,recovered,True,414.45,ESCALATE_TO_HUMAN,207.22,False,0.0
CASE_009993,83.21,Google Pay,Desktop,payment_failure,insufficient_funds,1,False,60.0,Bursa,1,83.21,83.21,25.0,11.0,1.0,4.0,4.0,11,77.61,7.055454545454546,5.97,11.94,13,158,0,11.0,11,1,Lunch Bag Alphabet Design,low,251.62,Google Pay,Desktop,4,9,False,True,True,False,False,True,,4,high,0.3215,0.2953,0.242,0.76,26.75,24.57,20.14,63.24,ESCALATE_TO_HUMAN,63.24,True,ESCALATE_TO_HUMAN,0.76,recovered,True,83.21,ESCALATE_TO_HUMAN,63.24,True,83.21
CASE_004813,66.02,Apple Pay,Mobile,subscription_failure,recurring_payment_failure,0,False,53.0,Adana,1,66.02,66.02,23.0,11.0,1.0,5.0,7.0,21,2672.32,127.25333333333334,133.44,343.52,209,262,0,21.0,21,1,60 Teatime Fairy Cake Cases,medium,147.63,Apple Pay,Mobile,4,3,False,True,False,False,False,True,,3,medium,0.3552,0.3239,0.4439,0.5,23.45,21.38,29.31,33.01,ESCALATE_TO_HUMAN,33.01,True,ESCALATE_TO_HUMAN,0.5,recovered,True,66.02,ESCALATE_TO_HUMAN,33.01,False,0.0
CASE_008712,149.44,Credit Card,Mobile,repeated_payment_failure,multiple_bank_failures,3,True,28.0,Istanbul,1,149.44,149.44,22.0,4.0,0.0,5.0,4.0,93,24551.09,263.99021505376345,154.32,1470.72,2005,3,366,7.622950819672131,50,1,Chilli Lights,very_high,40.9,Credit Card,Mobile,2,1,False,False,False,False,False,False,,0,low,0.1423,0.4185,0.32,0.5,21.27,62.54,47.82,74.72,ESCALATE_TO_HUMAN,74.72,False,ESCALATE_TO_HUMAN,0.5,recovered,True,149.44,ESCALATE_TO_HUMAN,74.72,True,149.44
CASE_009781,957.18,PayPal,Mobile,payment_failure,temporary_bank_error,1,True,30.0,Adana,1,957.18,957.18,21.0,7.0,0.0,5.0,12.0,25,1538.32,61.532799999999995,46.12,355.2,131,35,0,25.0,25,1,Antique Glass Pedestal Bowl,low,734.13,PayPal,Mobile,1,3,True,True,False,True,False,False,,3,medium,0.4562,0.2267,0.1925,0.5,436.67,216.99,184.26,478.59,ESCALATE_TO_HUMAN,478.59,False,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,RETRY_PAYMENT,436.67,False,0.0
CASE_000780,164.43,PayPal,Mobile,subscription_failure,subscription_payment_failed,0,False,44.0,Istanbul,1,164.43,164.43,6.0,10.0,1.0,4.0,3.0,446,37252.57,83.52594170403587,49.52,1005.1200000000001,3559,17,250,53.519999999999996,255,1,Set Of Salt And Pepper Toadstools,very_high,5.9,PayPal,Mobile,1,12,False,False,True,False,True,True,,3,medium,0.3137,0.2906,0.4199,0.5,51.58,47.78,69.04,82.22,ESCALATE_TO_HUMAN,82.22,True,ESCALATE_TO_HUMAN,0.5,recovered,True,164.43,ESCALATE_TO_HUMAN,82.22,False,0.0
CASE_001436,45.91,Credit Card,Mobile,checkout_abandonment,checkout_abandoned,0,False,26.0,Antalya,1,45.91,45.91,14.0,11.0,0.0,4.0,6.0,159,5201.01,32.710754716981135,17.94,276.5,463,12,196,24.336734693877553,111,1,Assorted Colour Metal Cat,high,19.47,Credit Card,Mobile,4,7,False,True,False,False,False,True,,3,medium,0.2747,0.4555,0.2115,0.5,12.61,20.91,9.71,22.96,ESCALATE_TO_HUMAN,22.96,True,ESCALATE_TO_HUMAN,0.5,recovered,True,45.91,ESCALATE_TO_HUMAN,22.96,True,45.91
CASE_008751,528.51,PayPal,Tablet,payment_failure,payment_method_failure,1,False,18.0,Ankara,1,528.51,528.51,9.0,12.0,1.0,5.0,4.0,565,19801.69,35.0472389380531,24.8,383.40000000000003,1821,2,369,45.93495934959349,296,1,Childrens Cutlery Polkadot Green,very_high,140.22,PayPal,Tablet,2,13,False,True,True,False,True,True,,4,high,0.2205,0.2214,0.1943,0.85,116.54,117.01,102.69,449.23,ESCALATE_TO_HUMAN,449.23,True,ESCALATE_TO_HUMAN,0.85,recovered,True,528.51,ESCALATE_TO_HUMAN,449.23,True,528.51
CASE_003916,318.46,Debit Card,Mobile,repeated_payment_failure,repeated_payment_failure,3,True,52.0,Ankara,1,318.46,318.46,9.0,9.0,1.0,4.0,3.0,320,9137.19,28.55371875,21.72,230.6,689,5,329,29.179331306990882,158,1,Doormat 3 Smiley Cats,high,24.22,Debit Card,Mobile,4,5,False,False,False,False,False,False,,1,low,0.2055,0.4722,0.3611,0.5,65.44,150.38,115.0,159.23,ESCALATE_TO_HUMAN,159.23,False,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,159.23,False,0.0
CASE_009454,57.7,PayPal,Tablet,payment_failure,bank_timeout,0,True,18.0,Antalya,1,57.7,57.7,7.0,12.0,0.0,5.0,10.0,100,2833.19,28.3319,23.06,131.04,238,57,0,100.0,97,1,3 White Choc Morris Boxed Candles,medium,68.02,PayPal,Tablet,3,10,False,False,True,False,False,False,,2,medium,0.7082,0.4149,0.3173,0.5,40.86,23.94,18.31,28.85,RETRY_PAYMENT,40.86,False,RETRY_PAYMENT,0.7082,recovered,True,57.7,RETRY_PAYMENT,40.86,False,0.0
CASE_008881,851.74,Debit Card,Tablet,checkout_abandonment,payment_page_abandoned,0,False,27.0,Bursa,1,851.74,851.74,39.0,9.0,1.0,2.0,9.0,24,1089.75,45.40625,28.18,147.0,86,70,241,2.987551867219917,23,1,Traditional Knitting Nancy,low,424.02,Debit Card,Tablet,3,7,True,True,False,False,False,True,,4,high,0.2383,0.4346,0.2029,0.85,202.97,370.17,172.82,723.98,ESCALATE_TO_HUMAN,723.98,True,ESCALATE_TO_HUMAN,0.85,recovered,True,851.74,ESCALATE_TO_HUMAN,723.98,True,851.74
CASE_007315,712.69,Google Pay,Tablet,checkout_abandonment,customer_inactivity,0,False,18.0,Ankara,1,712.69,712.69,13.0,12.0,1.0,2.0,5.0,161,18751.6,116.46956521739129,91.92,521.28,2078,3,56,86.25,148,1,36 Pencils Tube Skulls,very_high,7.94,Google Pay,Tablet,1,8,False,True,False,False,False,True,,2,medium,0.3452,0.5154,0.2574,0.5,246.02,367.32,183.45,356.34,CREATE_PAYMENT_LINK,367.32,True,ESCALATE_TO_HUMAN,0.5,recovered,True,712.69,ESCALATE_TO_HUMAN,356.34,True,712.69
CASE_004282,158.97,Debit Card,Tablet,invoice_overdue,payment_not_received,0,False,46.0,Antalya,1,158.97,158.97,6.0,4.0,0.0,4.0,4.0,18,587.7,32.650000000000006,12.39,159.24,46,37,0,18.0,18,1,3 Piece Spaceboy Cookie Cutter Set,low,46.13,Debit Card,Tablet,2,2,False,True,False,False,False,True,,2,medium,0.2457,0.2308,0.3727,0.48,39.06,36.69,59.25,76.31,ESCALATE_TO_HUMAN,76.31,True,ESCALATE_TO_HUMAN,0.48,escalated,False,0.0,ESCALATE_TO_HUMAN,76.31,True,158.97
CASE_009352,1471.18,Apple Pay,Desktop,checkout_abandonment,checkout_abandoned,0,True,28.0,Bursa,1,1471.18,1471.18,19.0,7.0,0.0,5.0,8.0,565,19801.69,35.0472389380531,24.8,383.40000000000003,1821,2,369,45.93495934959349,296,1,Childrens Cutlery Polkadot Green,very_high,178.97,Apple Pay,Desktop,2,1,True,True,False,False,False,False,,2,medium,0.2938,0.4698,0.221,0.5,432.23,691.16,325.13,735.59,ESCALATE_TO_HUMAN,735.59,False,ESCALATE_TO_HUMAN,0.5,recovered,True,1471.18,CREATE_PAYMENT_LINK,691.16,True,1471.18
CASE_008130,37.64,Credit Card,Tablet,checkout_abandonment,checkout_abandoned,0,True,21.0,Ankara,1,37.64,37.64,21.0,6.0,1.0,1.0,6.0,72,12790.35,177.64375,148.8,579.84,1084,17,322,6.708074534161491,45,1,Wooden Owls Light Garland,very_high,258.29,Credit Card,Tablet,0,6,True,True,False,False,False,False,,2,medium,0.3645,0.5298,0.2669,0.5,13.72,19.94,10.05,18.82,CREATE_PAYMENT_LINK,19.94,False,CREATE_PAYMENT_LINK,0.5298,not_recovered,False,0.0,CREATE_PAYMENT_LINK,19.94,True,37.64
CASE_002414,1494.32,Apple Pay,Desktop,checkout_abandonment,payment_page_abandoned,0,False,37.0,Antalya,1,1494.32,1494.32,26.0,4.0,1.0,3.0,11.0,120,1734.68,14.455666666666668,7.24,148.56,262,8,1,3600.0,80,1,60 Cake Cases Vintage Christmas,low,59.65,Apple Pay,Desktop,2,4,False,True,False,False,False,True,,2,medium,0.347,0.5169,0.2586,0.5,518.53,772.41,386.43,747.16,CREATE_PAYMENT_LINK,772.41,True,ESCALATE_TO_HUMAN,0.5,recovered,True,1494.32,ESCALATE_TO_HUMAN,747.16,False,0.0
CASE_008846,386.71,Credit Card,Mobile,invoice_overdue,payment_not_received,0,True,18.0,Eskisehir,1,386.71,386.71,9.0,5.0,1.0,3.0,6.0,49,10103.44,206.1926530612245,255.60000000000002,533.76,888,77,0,49.0,49,1,36 Doilies Vintage Christmas,high,201.54,Credit Card,Mobile,4,9,False,True,True,False,False,False,,3,medium,0.4488,0.3915,0.4867,0.5,173.56,151.4,188.21,193.36,ESCALATE_TO_HUMAN,193.36,False,ESCALATE_TO_HUMAN,0.5,recovered,True,386.71,SEND_REMINDER,188.21,True,386.71
CASE_004039,278.76,Apple Pay,Tablet,payment_failure,insufficient_funds,1,True,55.0,Istanbul,1,278.76,278.76,9.0,11.0,1.0,4.0,3.0,4,501382.52,125345.63,11.735,1002718.1000000001,2,0,205,0.5853658536585367,3,1,Paper Craft Little Birdie,very_high,13.92,Apple Pay,Tablet,0,4,False,False,False,False,False,False,,0,low,0.4242,0.3606,0.2757,0.34,118.25,100.52,76.85,94.78,RETRY_PAYMENT,118.25,False,RETRY_PAYMENT,0.4242,not_recovered,False,0.0,RETRY_PAYMENT,118.25,True,278.76
CASE_002625,114.43,Debit Card,Desktop,repeated_payment_failure,multiple_bank_failures,3,True,18.0,Izmir,1,114.43,114.43,13.0,7.0,0.0,5.0,13.0,115,10085.52,87.70017391304349,69.17999999999999,553.4399999999999,862,115,252,13.69047619047619,93,1,Cream Hanging Heart T-Light Holder,high,59.76,Debit Card,Desktop,3,5,False,True,False,False,False,False,,2,medium,0.0368,0.3388,0.2664,0.5,4.21,38.77,30.48,57.22,ESCALATE_TO_HUMAN,57.22,False,ESCALATE_TO_HUMAN,0.5,recovered,True,114.43,ESCALATE_TO_HUMAN,57.22,True,114.43
CASE_000613,140.64,Apple Pay,Tablet,payment_failure,temporary_bank_error,0,False,26.0,Istanbul,1,140.64,140.64,12.0,8.0,1.0,2.0,2.0,106,7819.07,73.76481132075472,37.15,477.71999999999997,646,169,185,17.18918918918919,84,1,Bread Bin Diner Style Mint,high,35.43,Apple Pay,Tablet,1,12,False,True,True,False,True,True,,4,high,0.4373,0.2187,0.1923,0.85,61.5,30.76,27.05,119.54,ESCALATE_TO_HUMAN,119.54,True,ESCALATE_TO_HUMAN,0.85,recovered,True,140.64,ESCALATE_TO_HUMAN,119.54,True,140.64
CASE_001605,375.22,Debit Card,Tablet,payment_failure,payment_method_failure,0,True,29.0,Konya,1,375.22,375.22,9.0,12.0,0.0,5.0,4.0,11,77.61,7.055454545454546,5.97,11.94,13,158,0,11.0,11,1,Lunch Bag Alphabet Design,low,46.92,Debit Card,Tablet,1,3,False,True,False,False,False,False,,1,low,0.3545,0.3113,0.2454,0.41,133.02,116.81,92.08,153.84,ESCALATE_TO_HUMAN,153.84,False,ESCALATE_TO_HUMAN,0.41,escalated,False,0.0,RETRY_PAYMENT,133.02,True,375.22
CASE_000467,53.66,Credit Card,Tablet,invoice_overdue,invoice_overdue,0,True,47.0,Izmir,1,53.66,53.66,17.0,11.0,0.0,4.0,10.0,17,1851.42,108.90705882352941,131.04,153.60000000000002,159,52,0,17.0,17,1,Aged Glass Silver T-Light Holder,medium,32.4,Credit Card,Tablet,0,7,False,False,False,False,False,False,,0,low,0.4862,0.4132,0.496,0.47,26.09,22.17,26.62,25.22,SEND_REMINDER,26.62,False,SEND_REMINDER,0.496,not_recovered,False,0.0,SEND_REMINDER,26.62,True,53.66
CASE_000924,734.8,PayPal,Tablet,payment_failure,insufficient_funds,0,True,30.0,Konya,1,734.8,734.8,22.0,9.0,1.0,5.0,7.0,3,2880.64,960.2133333333333,823.04,1646.08,224,173,194,0.4639175257731959,1,1,Cream Hanging Heart T-Light Holder,medium,117.05,PayPal,Tablet,2,9,True,True,True,False,False,False,,3,medium,0.2301,0.2156,0.1796,0.33,169.08,158.42,131.97,242.48,ESCALATE_TO_HUMAN,242.48,False,ESCALATE_TO_HUMAN,0.33,escalated,False,0.0,RETRY_PAYMENT,169.08,False,0.0
CASE_002891,99.03,Apple Pay,Tablet,subscription_failure,expired_payment_method,0,False,18.0,Konya,1,99.03,99.03,22.0,8.0,1.0,4.0,7.0,116,12046.15,103.84612068965517,69.81,506.40000000000003,1031,18,178,19.55056179775281,90,1,Retrospot Cigar Box Matches,very_high,10.86,Apple Pay,Tablet,0,3,False,True,False,False,False,True,,2,medium,0.349,0.3186,0.4398,0.5,34.56,31.55,43.55,49.52,ESCALATE_TO_HUMAN,49.52,True,ESCALATE_TO_HUMAN,0.5,recovered,True,99.03,ESCALATE_TO_HUMAN,49.52,False,0.0
CASE_002374,1621.2,Credit Card,Mobile,checkout_abandonment,customer_inactivity,0,False,36.0,Istanbul,1,1621.2,1621.2,17.0,5.0,0.0,5.0,10.0,122,84327.78,691.2113114754098,148.56,6585.6,7558,1,372,9.838709677419354,73,1,Black Record Cover Frame,very_high,302.95,Credit Card,Mobile,0,10,True,False,True,True,False,True,,4,high,0.2082,0.4049,0.1773,0.85,337.53,656.42,287.44,1378.02,ESCALATE_TO_HUMAN,1378.02,True,ESCALATE_TO_HUMAN,0.85,recovered,True,1621.2,ESCALATE_TO_HUMAN,1378.02,True,1621.2
CASE_008001,685.02,Credit Card,Desktop,payment_failure,payment_method_failure,1,True,63.0,Istanbul,1,685.02,685.02,38.0,12.0,0.0,5.0,2.0,136,3688.94,27.124558823529412,15.555,446.95,256,185,0,136.0,136,1,3 Hook Hanger Magic Garden,medium,37.88,Credit Card,Desktop,0,8,False,True,False,False,False,False,,1,low,0.4243,0.3707,0.2908,0.5,290.65,253.94,199.2,342.51,ESCALATE_TO_HUMAN,342.51,False,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,RETRY_PAYMENT,290.65,True,685.02
CASE_000215,164.12,Debit Card,Desktop,checkout_abandonment,payment_page_abandoned,0,True,34.0,Izmir,1,164.12,164.12,32.0,10.0,0.0,1.0,6.0,162,3658.27,22.581913580246912,14.57,276.71999999999997,275,360,9,540.0,149,1,Paper Chain Kit 50'S Christmas,medium,12.75,Debit Card,Desktop,0,6,False,False,False,False,False,False,,0,low,0.514,0.6369,0.3341,0.5,84.36,104.53,54.83,82.06,CREATE_PAYMENT_LINK,104.53,False,CREATE_PAYMENT_LINK,0.6369,not_recovered,False,0.0,CREATE_PAYMENT_LINK,104.53,False,0.0
CASE_005217,1760.77,Credit Card,Desktop,repeated_payment_failure,repeated_declines,2,True,18.0,Konya,1,1760.77,1760.77,26.0,10.0,1.0,3.0,7.0,228,6051.57,26.541973684210525,18.244999999999997,143.28,514,12,273,25.054945054945055,165,1,Drawer Knob Crackle Glaze Ivory,high,23.0,Credit Card,Desktop,4,7,False,False,False,False,False,False,,1,low,0.227,0.4904,0.375,0.5,399.69,863.48,660.29,880.38,ESCALATE_TO_HUMAN,880.38,False,ESCALATE_TO_HUMAN,0.5,recovered,True,1760.77,ESCALATE_TO_HUMAN,880.38,False,0.0
CASE_007645,1208.85,Apple Pay,Desktop,payment_failure,payment_method_failure,0,False,23.0,Konya,1,1208.85,1208.85,14.0,9.0,1.0,4.0,4.0,40,4338.37,108.45925,79.26,461.2,442,4,60,20.0,33,1,Deluxe Sewing Kit,medium,15.91,Apple Pay,Desktop,0,2,False,True,False,False,False,True,,2,medium,0.3413,0.3121,0.2549,0.5,412.58,377.28,308.14,604.42,ESCALATE_TO_HUMAN,604.42,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,604.42,True,1208.85
